Dataset,Variable,Where Clause,Description,Type,Codelist,Origin,Derivation / Comments / Predecessor,Column1,XL Comments,
ADTTE,STARTDT,PARAMCD EQ DORIVR,"Start Date for DOR, per INV using RECIST 1.1",integer,,Assigned,"PARAMCD = 'DORIVR' is only created for subjects with an overall response (record in ADEFFINT.ADT where PARAMCD = 'CRESPIVR').
Set to ADEFFINT.ADT from the record with PARAMCD = 'CRESPIVR'.",,,
ADTTE,ADT,PARAMCD EQ DORIVR,ADT for DORIVR,integer,,Assigned,Set to ADTTE.ADT from the record with PARAMCD = 'PFSIVR'.,,,
ADTTE,CNSR,PARAMCD EQ DORIVR,CNSR for DORIVR,integer,TTECNSPFS,Assigned,Set to ADTTE.CNSR from the record with PARAMCD = 'PFSIVR'.,,,
ADTTE,EVNTDESC,PARAMCD EQ DORIVR,EVNTDESC for DORIVR,text,TTEEVPFS,Assigned,Set to ADTTE.EVNTDESC from the record with PARAMCD = 'PFSIVR'.,,,
ADTTE,CNSDTDSC,PARAMCD EQ DORIVR,CNSDTDSC for DORIVR,text,TTECNSDPFS,Assigned,Set to ADTTE.CNSDTDSC from the record with PARAMCD = 'PFSIVR'.,,,
ADTTE,ADT,PARAMCD EQ PSAPTTE,Analysis Date for Time to PSA Progression,,,,"Only create this PARAMCD where COHORT contains 'EXP 3'
Records from ADEFFINT are considered where PARAMCD is among the following:
'PSAP' (PSA Progression)
'SYSACTDT' (Date of First Systemic Non-Radiation Therapy), 
'SURGTLDT' (Date of Surgical Resection of Target Lesion), 
'RADDZDT' (Date of Local Radiation to Soft Tissue), 
'TCONPSA' (2 consecutive missing PSA immediately prior to PSA Progression)
 'DTHDT' (Date of Death),
'WDCFDT' (Withdrawal of Consent)
'LSTALVDT' (Date Last Known Alive) 
'NBLPSA' (No baseline PSA)
'NPBLPSA' (No post-baseline PSA)
'NBLPBPSA' (No baseline and no post-baseline PSA)
None of the above

Records are sorted by ADT and then in the order listed above, in case of multiple records with the same date. The first/earliest such record is selected. 

If PSA Progression is selected, then ADT=ADT of PSA Progression
If No baseline PSA variables is selected, then ADT=randomization date
If none of the above, then ADT=date of last PSA assessment
Otherwise, ADT=date of last PSA assessment before the event",,,
ADTTE,STARTDT,PARAMCD EQ PSAPTTE,STARTDT for PSAPTTE,,,,Set to RANDDT,,,
ADTTE,CNSR,PARAMCD EQ PSAPTTE,CNSR for PSAPTTE,,,,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
IF ADEFFINT.PARAMCD=""PSAP"" then CNSR=0
IF ADEFFINT.PARAMCD=SYSACTDT then CNSR=1
IF ADEFFINT.PARAMCD=SURGTLDT then CNSR=2
IF ADEFFINT.PARAMCD=RADDZDT then CNSR=3
IF ADEFFINT.PARAMCD=TCONPSA then CNSR=4
IF ADEFFINT.PARAMCD=DTHDT then CNSR=5
IF ADEFFINT.PARAMCD=WDCFDT then CNSR=6
IF ADEFFINT.PARAMCD=LSTALVDT then CNSR=7
IF ADEFFINT.PARAMCD=NBLPSA then CNSR=8
IF ADEFFINT.PARAMCD=NPBLPSA then CNSR=9
IF ADEFFINT.PARAMCD=NBLPBPSA then CNSR=10
If no record is selected then CNSR=11",,,
ADTTE,EVNTDESC,PARAMCD EQ PSAPTTE,EVNTDESC for PSAPTTE,,,,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
IF ADEFFINT.PARAMCD=""PSAP"" then EVNTDESC=""PSA PROGRESSION""
IF ADEFFINT.PARAMCD=SYSACTDT then EVNTDESC=""SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY""
IF ADEFFINT.PARAMCD=SURGTLDT then EVNTDESC=""SURGICAL RESECTION OF TARGET TUMOR LESION""
IF ADEFFINT.PARAMCD=RADDZDT then EVNTDESC=""LOCAL RADIATION TO SOFT TISSUE FOR DISEASE UNDER STUDY""
IF ADEFFINT.PARAMCD=TCONPSA then EVNTDESC=""TWO CONSECUTIVE MISSING RECORDS BEFORE PSA PROGRESSION""
IF ADEFFINT.PARAMCD=DTHDT then EVNTDESC=""DEATH""
IF ADEFFINT.PARAMCD=WDCFDT then EVNTDESC=""WITHDRAWAL OF CONSENT""
IF ADEFFINT.PARAMCD=LSTALVDT then EVNTDESC=""LOST TO FOLLOW-UP""
IF ADEFFINT.PARAMCD=NBLPSA then EVNTDESC=""NO BASELINE PSA ASSESSMENT""
IF ADEFFINT.PARAMCD=NPBLPSA then EVNTDESC=""NO POST BASELINE PSA ASSESSMENT""
IF ADEFFINT.PARAMCD=NBLPBPSA then EVNTDESC=""NO BASELINE OR POST BASELINE ASSESSMENT""
If no record is selected then EVNTDESC=""NONE OF THE ABOVE""",,,
ADTTE,CNSDTDSC,PARAMCD EQ PSAPTTE,CNSDTDSC for PSAPTTE,,,,Set to Null,,,
ADTTE,ADT,PARAMCD EQ PSARTTE,Analysis Date for Time to PSA Response,,,,Set to ADT of ADEFFINT PARAMCD=PSAR,,,
ADTTE,STARTDT,PARAMCD EQ PSARTTE,STARTDT for PSARTTE,,,,Set to Randomization Date,,,
ADTTE,CNSR,PARAMCD EQ PSARTTE,CNSR for PSARTTE,,,,Set to 0,,,
ADTTE,EVNTDESC,PARAMCD EQ PSARTTE,EVNTDESC for PSARTTE,,,,"Set to ""PSA RESPONSE""",,,
ADTTE,CNSDTDSC,PARAMCD EQ PSARTTE,CNSDTDSC for PSARTTE,,,,Set to Null,,,
ADIS,AVALC,PARAMCD EQ ADA,Anti-drug Antibodies,text,,Assigned,"Consider records where IS.ISBDAGNT = ""Nivolumab"" and (ANL01FL='Y' or ABLFL = ""Y""):
Set to 'POSITIVE' if ADIS.AVALC='POSITIVE' and (ADIS.PARAMCD='ADA_BABC' or ADIS.PARAMCD = 'ADA_BABS') or where ADIS.AVALC is not missing and ADIS.PARAMCD = 'ADA_BABT, else
set to 'NEGATIVE' if (ADIS.AVALC='NEGATIVE' and ADIS.PARAMCD='ADA_BABS' or (ADIS.AVALC='NEGATIVE' where ADIS.PARAMCD='ADA_BABC'). or if ADIS.AVALC is missing and ADIS.PARAMCD = 'ADA_BABT'. Create 1 record per subject and visit. Retain variables STUDYID USUBJID, ADT, ATM, ADTM, ADY, AVISIT, AVISITN, ABLFL, ANL01FL, ANL02FL plus core/common variables from ADSL.",EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ EVALPTS1,Evaluable Pts - Any ADA Result,text,,Assigned,"Set to 'Y' if AVALC ne missing and ADIS.PARAMCD = ""ADASTATS""
ANY of the following conditions is true:
(1)  A record exists where ADIS.AVALC ne missing and ADIS.PARAMCD='ADA_BABS' and ADIS.ABLFL='Y'.
(2) A record exists where ADIS.AVALC ne missing and ADIS.PARAMCD='ADA_BABS' and ADIS.ANL01FL='Y'.",,,
ADIS,AVALC,PARAMCD EQ ADPREV,ADA Prevalence,text,,Assigned,Set to 'Y' if ADIS.AVALC='POSITIVE' on at least 1 record where ADIS.PARAMCD='ADASTATS'_BABC' and ((ADIS.ABLFL='Y') or (ADIS.PSBLFL='Y' and ADIS.ANL01FL='Y')). Create 1 record per subject.,EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ EVALPTS2,Evaluable Pts - Baseline ADA Result,text,,Assigned,Set to 'Y' if a record exists where ADIS.AVALC ne missing and ADIS.PARAMCD='ADASTATS'_BABS' and ADIS.ABLFL='Y'.,EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ EVALPTS3,Evaluable Pts - Post-BL ADA Result,text,,Assigned,Set to 'Y' if a record exists where ADIS.AVALC ne missing and ADIS.PARAMCD='ADASTATS_BABS' and ADIS.ANL01FL='Y'.,EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADPOSNEG,Conf Pos Any Post-BL vs Neg All Post-BL,text,,Assigned,"Set to 'POSITIVE' if ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' on at least 1 record where ADIS.ANL01FL='Y', else set to 'NEGATIVE' if ADIS.AVALC='NEGATIVE' where ADIS.PARAMCD='ADASTATS' on all records where ADIS.ANL01FL='Y'. Create 1 record per subject.",EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADPSOPBL,Conf Pos ADA only Post-BL,text,,Assigned,Set to 'Y' if [(ADIS.AVALC='NEGATIVE' where ADIS.PARAMCD='ADASTATS' and ADIS.ABLFL='Y') or (a record does not exist where ADIS.PARAMCD='ADASTATS' and ADIS.ABLFL='Y')] and (ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' on at least 1 record where ADIS.ANL01FL='Y').  Create 1 record per subject.,EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADPPOS,Persistent Positive ADA Post-BL,text,,Assigned,"Set to 'Y' if ANY of the following conditions is true:
(1) The difference in ADY values is >=112 between the first and last records where ADIS.PARAMCD='ADASTATS'  and ADIS.ANL01FL='Y' and ADIS.AVALC='POSITIVE' 
(2) ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' where ADIS.ANL02FL='Y'
Create 1 record per subject.",EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADTPOS,Transient Positive ADA Post-BL,text,,Assigned,"Set to 'Y' if BOTH of the following conditions are true:
(1) At least 1 record exists where ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' and ADIS.ANL01FL='Y'
(2) A record does not exist where ADIS.AVALC='Y' where ADIS.PARAMCD=""ADPPOS""
Create 1 record per subject.",EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ EVALPTS4,Evaluable Pts - BL and Post-BL Result,text,,Assigned,"Set to 'Y' if BOTH of the following conditions is true:
(1)  A record exists where ADIS.AVALC ne missing and ADIS.PARAMCD='ADASTATS_BABS' and ADIS.ABLFL='Y'.
(2) A record exists where ADIS.AVALC ne missing and ADIS.PARAMCD='ADASTATS_BABS' and ADIS.ANL01FL='Y'.",EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADPBLPBL,Conf Pos ADA at BL and Post-BL,text,,Assigned,Set to 'Y' if (ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' and ADIS.ABLFL='Y') and (ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' on at least 1 record where ADIS.ANL01FL='Y').  Create 1 record per subject.,EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADTRIND,Treatment-induced ADA,text,,Assigned,Set to 'Y' if (ADIS.AVALC='NEGATIVE' where ADIS.PARAMCD='ADASTATS' and ADIS.ABLFL='Y') and (ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' on at least 1 record where ADIS.ANL01FL='Y').  Create 1 record per subject.,EG 3/5: Updated,,
ADIS,AVALC,PARAMCD EQ ADTRBST,Treatment-boosted ADA,text,,Assigned,Set to 'Y' if at least 1 record exists where ADIS.CHG>=0.6 where ADIS.PARAMCD='ADA_BABT' and ADIS.ANL01FL='Y'.  Create 1 record per subject.,,,
ADIS,AVALC,PARAMCD EQ ADAINC,ADA Incidence,text,,Assigned,Set to 'Y' if subject has a record where (ADIS.PARAMCD='ADTRIND' and ADIS.AVALC='Y') or a record where (ADIS.PARAMCD='ADTRBST' and ADIS.AVALC='Y'). Create 1 record per subject.,,,
ADVS,CRIT2,PARAMCD EQ SYSBP,CRIT2 for SBP,text,,Assigned,"If BASE and AVAL are non-missing and BASE > 90 and AVAL <= 90 then set to ""Low (<=90 mmHg)""",,,
ADVS,CRIT2,PARAMCD EQ DIABP,CRIT2 for DIABP,text,,Assigned,"If BASE and AVAL are non-missing and BASE > 60 and AVAL <= 60 then set to ""Low (<=60 mmHg)""",,,
ADVS,CRIT2,PARAMCD EQ PULSE,CRIT2 for PULSE,text,,Assigned,"If BASE and AVAL are non-missing and BASE >= 60 and AVAL < 60 then set to ""Low (<60 bpm)""",,,
ADVS,CRIT3,PARAMCD EQ SYSBP,CRIT3 for SBP,text,,Assigned,"If BASE and AVAL are non-missing and BASE < 140 and AVAL >= 140 then set to ""High (>=140 mmHg)""",,,
ADVS,CRIT3,PARAMCD EQ DIABP,CRIT3 for DIABP,text,,Assigned,"If BASE and AVAL are non-missing and BASE < 90 and AVAL >= 90 then set to ""High (>=90 mmHg)""",,,
ADVS,CRIT3,PARAMCD EQ PULSE,CRIT3 for PULSE,text,,Assigned,"If BASE and AVAL are non-missing and BASE <= 100 and AVAL > 100 then set to ""High (>100 bpm)""",,,
ADRS,AVALC,PARAMCD EQ OVRLRBI,AVALC for Overall Response BICR Overall Response by CT/MRI Scan per BICR,text,TURESPO,Assigned,"Only create this PARAMCD where COHORT contains 'EXP 3'
Set to RS.RSSTRESC where RSTESTCD = 'OVRLRESP' and RSCAT= RECIST 1.1 and RSEVAL = 'INDEPENDENT ASSESSOR' and (RS.RSACPTFL='Y' or If a subject is missing RS.RSACPTFL for both RSEVALID='READER 1' and 'READER 2' records within the same visit then use RSEVALID='READER 1' record) ",,,72
ADRS,AVALC,PARAMCD EQ OVRLRPC,AVALC for Overall Response PCWG3 Overall Response by Bone Scan per BICR ,text,TURESPO,Assigned,"Only create this PARAMCD where COHORT contains 'EXP 3'
Set to RS.RSSTRESC where RSTESTCD = 'OVRLRESP' and RSCAT= PCWG3 and RSEVAL = 'INDEPENDENT ASSESSOR' and (RS.RSACPTFL='Y' or If a subject is missing RS.RSACPTFL for both RSEVALID='READER 1' and 'READER 2' records within the same visit then use RSEVALID='READER 1' record) ",,,
ADRS,AVALC,PARAMCD EQ OVRLRPV,AVALC for Overall Response by Bone Scan per Investigator,text,TURESPO,Assigned,"Only create this PARAMCD where COHORT contains 'EXP 3'
Set to RS.RSSTRESC where RSTESTCD = 'OVRLRESP' and RSCAT= PCWG3 and RSEVAL = 'INVESTIGATOR' ",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEBI1,AVALC for Reason 1 For BOR of NE BICR,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORBI' and AVALC = 'NE' at least one PARAMCD in ('BNEBI1', 'BNEBI2', 'BNEBI3', 'BNEBI4', 'BNEBI5') is created.

If the subject has tumor response assessments in ADRS (PARAMCD = 'OVRLRBI') that occur prior to 1st subsequent anti-cancer therapy (where PREACTFL = 'Y') and on or prior to first PD (where PREPDFL = 'Y' ), but all such records are not evaluable (have AVALC = 'NE'), then a record for PARAMCD = 'BNEBI1' is created and AVALC set to ""All Tumor Assessments are NE""",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEBI2,AVALC for Reason 2 For BOR of NE BICR,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORBI' and AVALC = 'NE' at least one PARAMCD in ('BNEBI1', 'BNEBI2', 'BNEBI3', 'BNEBI4', 'BNEBI5') is created.

Where STAGE=EXPANSION:
If the subject has no tumor records in ADTR prior to randomization (where ADT <= RANDDT) then a record is created for PARAMCD = 'BNEBI2' with AVALC = 'No baseline assessments'.

Where STAGE=ESCALATION:
If the subject has no tumor records in ADTR prior to treatment start (where ADT <= TRTSDT) then a record is created for PARAMCD = 'BNEBI2' with AVALC = 'No baseline assessments'.",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEBI3,AVALC for Reason 3 For BOR of NE BICR,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORBI' and AVALC = 'NE' at least one PARAMCD in ('BNEBI1', 'BNEBI2', 'BNEBI3', 'BNEBI4', 'BNEBI5') is created.

If the subject has no tumor response assessments in ADRS (where PARAMCD = 'OVRLRBI') then a record is created for PARAMCD = 'BNEBI3' with AVALC = 'No post-baseline assessments'",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEBI4,AVALC for Reason 4 For BOR of NE BICR,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORBI' and AVALC = 'NE' at least one PARAMCD in ('BNEBI1', 'BNEBI2', 'BNEBI3', 'BNEBI4', 'BNEBI5') is created.

If the subject has tumor response assessments in ADRS (PARAMCD = 'OVRLRIVR'), but all such records are after first anti-cancer therapy date (PREACTFL = '') or the only available scan is PD after 2 ore more missing scans (AVALC = 'PD' and CRIT1FL = 'Y') then a record for PARAMCD = 'BNEIVR4' is created with AVALC = 'No qualifying post-baseline assessments on or before PFS censoring or event date'",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEBI5,AVALC for Reason 5 For BOR of NE BICR,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORBI' and AVALC = 'NE' at least one PARAMCD in ('BNEBI1', 'BNEBI2', 'BNEBI3', 'BNEBI4', 'BNEBI5') is created.

If the subject has tumor response assessments in ADRS (PARAMCD = 'OVRLRBI') that occur prior to 1st subsequent anti-cancer therapy (where PREACTFL = 'Y') and on or prior to first PD (where PREPDFL = 'Y' ), but all such records are SD or better and occur prior to Day 49 (ADRS.AVALC in ('CR', 'PR', 'SD', 'NON-CR/NON-PD') and SDDYFL = '') then a record for PARAMCD = 'BNEBI5' is created with AVALC = 'SD not meeting minimum criteria from randomization'",,,
ADEFFSUM,AVALC,PARAMCD EQ CBORBI,AVALC for Confirmed Best Overall Response BICR,text,TURESPBC_C,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
A record is created for each subject in the ITT population (where ADSL.ITTFL = 'Y').

Overall Response records from ADRS (ADRS.PARAMCD = 'OVRLRBI' where AVALC not missing) that occur prior to 1st subsequent anti-cancer therapy (where PREACTFL = 'Y') and on or prior to first PD (where PREPDFL = 'Y') are considered. For PD that occur after 2 or more missing scans (AVALC = 'PD' and CRIT1FL = 'Y'), those scans are not considered in the derivation.

Set ADEFFSUM.AVALC to the best response from among ADRS.AVALC observed according to this heirarchy:
Confirmed Complete Response (CR) {best}
Confirmed Partial Response (PR)
Stable Disease (SD)
Non-CR / Non-PD (NON-CR/NON-PD)
Progressive Disease (PD) 
Non-Evaluable (NE)  {worst} 

Confirmed CR records are those with ADRS.AVALC = 'CR' and CONFCRFL = 'Y'.
Confirmed PR records are those with ADRS.AVALC = 'PR' and CONFPRFL = 'Y'.

Non-confirmed CR (UCRFL ='Y') or PR (UPRFL='Y') at least 49 days after randomization (ADRS.SDDYFL='Y') are treated as ""SD"" in the derivation of confirmed BOR.

SD, Non-CR/Non-PD, or non-confirmed CR or PR less than 49 days after randomization  (ADRS.SDDYFL ^= 'Y') are treated as ""NE"" in the derivation of confirmed BOR.

If multiple records with the same AVALC, select the earliest such record for populating ADT and SRC variables.

If the subject has no Overall Response records meeting the requirements above, set ADEFFSUM.AVALC = 'NE'.",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEPC1,AVALC for Reason 1 For BOR of NE PCWG3,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORPC' and AVALC = 'NE' at least one PARAMCD in ('BNEPC1', 'BNEPC2', 'BNEPC3', 'BNEPC4', 'BNEPC5') is created.

If the subject has tumor response assessments in ADRS (PARAMCD = 'OVRLRPC') that occur prior to 1st subsequent anti-cancer therapy (where PREACTFL = 'Y') and on or prior to first PD (where PREPDFL = 'Y' ), but all such records are not evaluable (have AVALC = 'NE'), then a record for PARAMCD = 'BNEPC1' is created and AVALC set to ""All Tumor Assessments are NE""",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEPC2,AVALC for Reason 2 For BOR of NE PCWG3,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORPC' and AVALC = 'NE' at least one PARAMCD in ('BNEPC1', 'BNEPC2', 'BNEPC3', 'BNEPC4', 'BNEPC5') is created.

Where STAGE=EXPANSION:
If the subject has no tumor records in ADTR prior to randomization (where ADT <= RANDDT) then a record is created for PARAMCD = 'BNEPC2' with AVALC = 'No baseline assessments'.

Where STAGE=ESCALATION:
If the subject has no tumor records in ADTR prior to treatment start (where ADT <= TRTSDT) then a record is created for PARAMCD = 'BNEPC2' with AVALC = 'No baseline assessments'.",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEPC3,AVALC for Reason 3 For BOR of NE PCWG3,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORPC' and AVALC = 'NE' at least one PARAMCD in ('BNEPC1', 'BNEPC2', 'BNEPC3', 'BNEPC4', 'BNEPC5') is created.

If the subject has no tumor response assessments in ADRS (where PARAMCD = 'OVRLRPC') then a record is created for PARAMCD = 'BNEPC3' with AVALC = 'No post-baseline assessments'",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEPC4,AVALC for Reason 4 For BOR of NE PCWG3,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORPC' and AVALC = 'NE' at least one PARAMCD in ('BNEPC1', 'BNEPC2', 'BNEPC3', 'BNEPC4', 'BNEPC5') is created.

If the subject has tumor response assessments in ADRS (PARAMCD = 'OVRLRPC'), but all such records are after first anti-cancer therapy date (PREACTFL = '') or the only available scan is PD after 2 ore more missing scans (AVALC = 'PD' and CRIT1FL = 'Y') then a record for PARAMCD = 'BNEPC4' is created with AVALC = 'No qualifying post-baseline assessments on or before PFS censoring or event date'",,,
ADEFFSUM,AVALC,PARAMCD EQ BNEPC5,AVALC for Reason 5 For BOR of NE PCWG3,text,,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
For each subject with a record where PARAMCD = 'CBORPC' and AVALC = 'NE' at least one PARAMCD in ('BNEPC1', 'BNEPC2', 'BNEPC3', 'BNEPC4', 'BNEPC5') is created.

If the subject has tumor response assessments in ADRS (PARAMCD = 'OVRLRPC') that occur prior to 1st subsequent anti-cancer therapy (where PREACTFL = 'Y') and on or prior to first PD (where PREPDFL = 'Y' ), but all such records are SD or better and occur prior to Day 49 (ADRS.AVALC in ('CR', 'PR', 'SD', 'NON-CR/NON-PD') and SDDYFL = '') then a record for PARAMCD = 'BNEPC5' is created with AVALC = 'SD not meeting minimum criteria from randomization'",,,
ADEFFSUM,AVALC,PARAMCD EQ CBORPC,AVALC for Confirmed Best Overall Response PCWG3,text,TURESPBC_C,Derived,"Only create this PARAMCD where COHORT=EXP 3: mCRPC XL092 100 mg
A record is created for each subject in the ITT population (where ADSL.ITTFL = 'Y').

Overall Response records from ADRS (ADRS.PARAMCD = 'OVRLRPC' where AVALC not missing) that occur prior to 1st subsequent anti-cancer therapy (where PREACTFL = 'Y') and on or prior to first PD (where PREPDFL = 'Y') are considered. For PD that occur after 2 or more missing scans (AVALC = 'PD' and CRIT1FL = 'Y'), those scans are not considered in the derivation.

Set ADEFFSUM.AVALC to the best response from among ADRS.AVALC observed according to this heirarchy:
Confirmed Complete Response (CR) {best}
Confirmed Partial Response (PR)
Stable Disease (SD)
Non-CR / Non-PD (NON-CR/NON-PD)
Progressive Disease (PD) 
Non-Evaluable (NE)  {worst} 

Confirmed CR records are those with ADRS.AVALC = 'CR' and CONFCRFL = 'Y'.
Confirmed PR records are those with ADRS.AVALC = 'PR' and CONFPRFL = 'Y'.

Non-confirmed CR (UCRFL ='Y') or PR (UPRFL='Y') at least 49 days after randomization (ADRS.SDDYFL='Y') are treated as ""SD"" in the derivation of confirmed BOR.

SD, Non-CR/Non-PD, or non-confirmed CR or PR less than 49 days after randomization  (ADRS.SDDYFL ^= 'Y') are treated as ""NE"" in the derivation of confirmed BOR.

If multiple records with the same AVALC, select the earliest such record for populating ADT and SRC variables.

If the subject has no Overall Response records meeting the requirements above, set ADEFFSUM.AVALC = 'NE'.",,,
ADBASE,AVAL,PARAMCD EQ RGNUM,Number of Prior Anti-Cancer Regimens,integer,,Derived,"Number of prior anti-cancer regimens.
A record is created for every subject in ADSL where ADSL.SAFFL = 'Y'.
Set to the count of unique ADCM.REGNUM where ADCM.ACAT1 = 'Prior ACT'.
If no such records in CM, then set AVAL to 0.",,,
ADBASE,AVAL,PARAMCD EQ TSITEBL,Num of Tumor Sites at BL,integer,,Derived,"For each subject, count unique TU.TULOC values where VISIT=SCREENING. 

Keep non-zero records for subjects where ADSL.SAFFL = 'Y'.",,,
ADBASE,AVAL,PARAMCD EQ NTSITEBL,Num Target Tumor Sites at BL,integer,,Derived,"For each subject, count unique TU.TULOC values where VISIT=SCREENING and TU.TUORRES=TARGET. 

Keep non-zero records for subjects where ADSL.SAFFL = 'Y'.",,,
ADBASE,AVAL,PARAMCD EQ NSITEBL,Num Non-Target Tumor Sites at BL,integer,,Derived,"For each subject, count unique TU.TULOC values where VISIT=SCREENING and TU.TUORRES=NON-TARGET. 

Keep non-zero records for subjects where ADSL.SAFFL = 'Y'.",,,
ADBASE,AVALCAT1,"PARAMCD IN (RGNUM, TSITEBL, NTSITEBL, NSITEBL)",,text,REGNUM,Assigned,"Assign to the following categories, based on AVAL:
1, 2, >= 3",,,
ADBASE,AVALC,PARAMCD EQ PACTLINE,Prior Lines of Therapy,integer,,Derived,"A record is created for each subject in the SAF population (where ADSL.SAFFL = 'Y').
Considering records in ADCM where ACAT1 = 'Prior ACT', the highest line of therapy number (CMLINE) is identified. AVALC is assigned as follows:
If upcase(CMLINE) = 'FIRST' then AVALC = '1'
If upcase(CMLINE) = 'SECOND' then AVALC = '2'
If upcase(CMLINE) = 'THIRD' then AVALC = '3'
If upcase(CMLINE) = 'FOURTH' then AVALC = '4'
If upcase(CMLINE) = 'FIFTH AND HIGHER' then AVALC = '>= 5'
If no such records in ADCM, then set AVALC = '0'.",,,
ADAETTE,PARAM,PARCAT1 EQ Time to Onset,AESI Time to Onset PARAM,text,,Assigned,"For each unique AESI term included in the Sponsor-provided AESI look-up tables (see ADAESI.CQ01NAM for details), a record is created for each subject in the SAF population (ADSL.SAFFL = 'Y').
One record per subject per AESI term is created.
PARAM is set to ""Time to Onset of <AESI term> (weeks)"".",,,
ADAETTE,AVAL,PARCAT1 IN (Time to Onset),AESI Time to Onset,float,,Derived,(ADAETTE.ADT - ADAETTE.STARTDT + 1)/7,,,
ADAETTE,ADT,PARCAT1 EQ Time to Onset,AESI Time to Onset Date,integer,,Derived,"For each record created (see PARAM for details), if the subject has a record in ADAESI where CQ01NAM matches the AESI term for the given PARAM where TRTEMFL = 'Y' and ADAESI.AOCC01FL = 'Y', then ADT is set to ADAESI.ASTDT from that record.
If the subject has no such record in ADAESI, then set to min(ADSL.INVPDDT, ADSL.DTHDT, ADSL.EOECCEDT, ADSL.WDCFDT, ADSL.CUTDT)",,,
ADAETTE,SRCVAR,PARCAT1 IN (Time to Onset),AESI Time to Onset Source,,SRCVAETT1,Assigned,"If ADT comes from ADAESI, then set to ""ASTDT"".
Otherwise, if ADT = ADSL.INVPDDT, then set to ""INVPDDT"";
Otherwise, if ADT = ADSL.DTHDT, then set to ""DTHDT"";
Otherwise, if ADT = ADSL.WDCFDT, then set to ""WDCFDT"";
Otherwise, if ADT = ADSL.CUTDT, then set to ""CUTDT"".
Otherwise, if ADT = ADSL.EOECCEDT, then set to ""EOECCEDT"";",,,
ADAETTE,STARTDT,PARCAT1 IN (Time to Onset),AESI Time to Onset Start Date,integer,,Assigned,Set to ADSL.TRTSDT,,,
